scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	eleven	twelwe	thirteen	fourteen	fifteen	sixteen	seventeen	eighteen
5	Admin-0 country	5	Australia	AU1	1	2	Dependency	Heard Island and McDonald Islands	HMD	0	Heard Island and McDonald Islands	HMD	0	Heard Island and McDonald Islands	HMD	0	Heard I. and McDonald Is.	Heard I. and McDonald Islands	HMD	Heard I. and McDonald Is.		H.M.Is.	HM	Territory of Heard Island and McDonald Islands		Auz.		Heard Island and McDonald Islands		1	2	2	7	-99	-99	-99	-99	-99	7. Least developed region	5. Low income	-99		HM	HMD	334	-99	-99	-99	-99	HMD	HMD	-99	-99	Seven seas (open ocean)	Seven seas (open ocean)	Seven seas (open ocean)	Sub-Saharan Africa	25	29	7	-99	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	5	Honduras	HND	0	2	Sovereign country	Honduras	HND	0	Honduras	HND	0	Honduras	HND	0	Honduras	Honduras	HND	Honduras		Hond.	HN	Republic of Honduras				Honduras		2	5	2	5	7792854	33720	-99	2001	-99	6. Developing region	4. Lower middle income	-99		HN	HND	340	340	HN	HND	-99	HND	HND	-99	-99	North America	Americas	Central America	Latin America & Caribbean	8	8	5	-99	1	17710315005	18528601901	18499710127	19756494434	20979767785	21717622071	23136232229	24024189735
1	Admin-0 country	6	Croatia	HRV	0	2	Sovereign country	Croatia	HRV	0	Croatia	HRV	0	Croatia	HRV	0	Croatia	Croatia	HRV	Croatia		Cro.	HR	Republic of Croatia				Croatia		5	4	5	1	4489409	82390	-99	2011	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		HR	HRV	191	191	HR	HRV	-99	HRV	HRV	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	7	7	4	-99	1	62354235670	56494436182	58056951042	57642879510	49530656285	51596929180	55319620157	60971699315
1	Admin-0 country	5	Haiti	HTI	0	2	Sovereign country	Haiti	HTI	0	Haiti	HTI	0	Haiti	HTI	0	Haiti	Haiti	HTI	Haiti		Haiti	HT	Republic of Haiti				Haiti		2	1	7	2	9035536	11500	-99	2003	-99	7. Least developed region	5. Low income	-99		HT	HTI	332	332	HT	HTI	-99	HTI	HTI	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	5	5	5	-99	1	7516834160	7890647021	8485077205	8775444941	8724656126	7970649131	8409497402	9658721168
1	Admin-0 country	5	Hungary	HUN	0	2	Sovereign country	Hungary	HUN	0	Hungary	HUN	0	Hungary	HUN	0	Hungary	Hungary	HUN	Hungary		Hun.	HU	Republic of Hungary				Hungary		4	6	1	5	9905596	196600	-99	2001	-99	2. Developed region: nonG7	1. High income: OECD	-99		HU	HUN	348	348	HU	HUN	-99	HUN	HUN	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	1,4111E+11	1,28154E+11	1,35409E+11	1,40559E+11	1,25E+11	1,28E+11	1,42E+11	1,58E+11
1	Admin-0 country	2	Indonesia	IDN	0	2	Sovereign country	Indonesia	IDN	0	Indonesia	IDN	0	Indonesia	IDN	0	Indonesia	Indonesia	IDN	Indonesia		Indo.	INDO	Republic of Indonesia				Indonesia		6	6	6	11	240271522	914600	-99	2010	-99	4. Emerging region: MIKT	4. Lower middle income	-99		ID	IDN	360	360	ID	IDN	-99	IDN	IDN	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	9	9	5	-99	1	8,92969E+11	9,1787E+11	9,12524E+11	8,90815E+11	8,61E+11	9,32E+11	1,02E+12	1,04E+12
3	Admin-0 country	6	United Kingdom	GB1	1	2	Country	Isle of Man	IMN	0	Isle of Man	IMN	0	Isle of Man	IMN	0	Isle of Man	Isle of Man	IMN	Isle of Man		IoMan	IM			U.K. crown dependency		Isle of Man		6	6	6	3	76512	2719	-99	2006	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		IM	IMN	833	833	IM	IMY	-99	IMN	IMN	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	11	11	5	-99	-99	6566098381	6433357030	6754330154	7428280401	6792417112	6592627599	6770532818	6790532818
1	Admin-0 country	2	India	IND	0	2	Sovereign country	India	IND	0	India	IND	0	India	IND	0	India	India	IND	India		India	IND	Republic of India				India		1	3	2	2	1166079220	3297000	-99	2011	-99	3. Emerging region: BRIC	4. Lower middle income	-99		IN	IND	356	356	IN	IND	-99	IND	IND	-99	-99	Asia	Asia	Southern Asia	South Asia	5	5	5	-99	1	1,82305E+12	1,82764E+12	1,85672E+12	2,03913E+12	2,1E+12	2,29E+12	2,65E+12	2,72E+12
3	Admin-0 country	5	United Kingdom	GB1	1	2	Dependency	British Indian Ocean Territory	IOT	0	British Indian Ocean Territory	IOT	0	British Indian Ocean Territory	IOT	1	Br. Indian Ocean Ter.	British Indian Ocean Territory	B69	Br. Indian Ocean Ter.		I.O.T.	IO			U.K.	"Admin. by U.K.; Claimed by Mauritius and Seychelles"	British Indian Ocean Territory		6	6	6	3	4000	160	-99	-99	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		IO	IOT	86	-99	-99	-99	-99	IOT	IOT	-99	-99	Seven seas (open ocean)	Seven seas (open ocean)	Seven seas (open ocean)	Sub-Saharan Africa	21	30	6	5	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	3	Ireland	IRL	0	2	Sovereign country	Ireland	IRL	0	Ireland	IRL	0	Ireland	IRL	0	Ireland	Ireland	IRL	Ireland		Ire.	IRL	Ireland				Ireland		2	3	2	2	4203200	188400	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		IE	IRL	372	372	IE	IRL	-99	IRL	IRL	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	7	7	4	-99	1	2,37472E+11	2,24999E+11	2,38544E+11	2,58472E+11	2,92E+11	3,01E+11	3,35E+11	3,82E+11
1	Admin-0 country	2	Iran	IRN	0	2	Sovereign country	Iran	IRN	0	Iran	IRN	0	Iran	IRN	0	Iran	Iran	IRN	Iran		Iran	IRN	Islamic Republic of Iran				Iran, Islamic Rep.		4	3	4	13	66429284	841700	-99	2006	-99	5. Emerging region: G20	3. Upper middle income	-99		IR	IRN	364	364	IR	IRN	-99	IRN	IRN	-99	-99	Asia	Asia	Southern Asia	Middle East & North Africa	4	4	4	-99	1	5,835E+11	5,98853E+11	4,67415E+11	4,34475E+11	3,86E+11	4,19E+11	4,54E+11	4,84E+11
1	Admin-0 country	3	Iraq	IRQ	0	2	Sovereign country	Iraq	IRQ	0	Iraq	IRQ	0	Iraq	IRQ	0	Iraq	Iraq	IRQ	Iraq		Iraq	IRQ	Republic of Iraq				Iraq		1	4	3	1	31129225	103900	-99	1997	-99	6. Developing region	4. Lower middle income	-99		IQ	IRQ	368	368	IQ	IRQ	-99	IRQ	IRQ	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	4	4	4	-99	1	1,8575E+11	2,18001E+11	2,34638E+11	2,34648E+11	1,77E+11	1,75E+11	1,95E+11	2,24E+11
1	Admin-0 country	3	Iceland	ISL	0	2	Sovereign country	Iceland	ISL	0	Iceland	ISL	0	Iceland	ISL	0	Iceland	Iceland	ISL	Iceland		Iceland	IS	Republic of Iceland				Iceland		1	4	4	9	306694	12710	-99	-99	-99	2. Developed region: nonG7	1. High income: OECD	-99		IS	ISL	352	352	IS	ISL	-99	ISL	ISL	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	7	7	7	-99	1	15158548597	14724078264	16033517529	17758089312	17344165907	20716024757	24489493459	25878475760
1	Admin-0 country	4	Israel	ISR	0	2	Sovereign country	Israel	ISR	0	Israel	ISR	0	Israel	ISR	0	Israel	Israel	ISR	Israel		Isr.	IS	State of Israel				Israel		3	2	5	9	7233701	201400	-99	2009	-99	2. Developed region: nonG7	1. High income: OECD	-99		IL	ISR	376	376	IL	ISR	-99	ISR	ISR	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	6	6	4	-99	1	2,61469E+11	2,5718E+11	2,92636E+11	3,09558E+11	3E+11	3,19E+11	3,53E+11	3,71E+11
1	Admin-0 country	2	Italy	ITA	0	2	Sovereign country	Italy	ITA	0	Italy	ITA	0	Italy	ITA	0	Italy	Italy	ITA	Italy		Italy	I	Italian Republic				Italy		6	7	8	7	58126212	1823000	-99	2012	-99	1. Developed region: G7	1. High income: OECD	-99		IT	ITA	380	380	IT	ITA	-99	ITA	ITA	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	5	5	5	-99	1	2,29199E+12	2,08708E+12	2,14132E+12	2,15913E+12	1,84E+12	1,88E+12	1,96E+12	2,08E+12
1	Admin-0 country	4	Jamaica	JAM	0	2	Sovereign country	Jamaica	JAM	0	Jamaica	JAM	0	Jamaica	JAM	0	Jamaica	Jamaica	JAM	Jamaica		Jam.	J	Jamaica				Jamaica		1	2	4	10	2825928	20910	-99	2011	-99	6. Developing region	3. Upper middle income	-99		JM	JAM	388	388	JM	JAM	-99	JAM	JAM	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	7	7	4	-99	1	14444655299	14807086889	14262589157	13897804560	14187696311	14075894320	14806340821	15713908816
4	Admin-0 country	6	United Kingdom	GB1	1	2	Country	Jersey	JEY	0	Jersey	JEY	0	Jersey	JEY	0	Jersey	Jersey	JEY	Jersey	Channel Islands	Jey.	JE	Bailiwick of Jersey		U.K. crown dependency		Jersey		6	6	6	3	91626	5100	-99	2001	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		JE	JEY	832	832	JG	CHI	-99	JEY	JEY	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	4	Jordan	JOR	0	2	Sovereign country	Jordan	JOR	0	Jordan	JOR	0	Jordan	JOR	0	Jordan	Jordan	JOR	Jordan		Jord.	J	Hashemite Kingdom of Jordan				Jordan		5	3	4	4	6342948	31610	-99	2004	-99	6. Developing region	3. Upper middle income	-99		JO	JOR	400	400	JO	JOR	-99	JOR	JOR	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	6	6	5	-99	1	29244647887	31371056338	34064873239	36329267605	38043450704	39196676056	40708943661	42231295774
1	Admin-0 country	2	Japan	JPN	0	2	Sovereign country	Japan	JPN	0	Japan	JPN	0	Japan	JPN	0	Japan	Japan	JPN	Japan		Japan	J	Japan				Japan		5	3	5	4	127078679	4329000	-99	2010	-99	1. Developed region: G7	1. High income: OECD	-99		JP	JPN	392	392	JP	JPN	-99	JPN	JPN	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	5	5	5	-99	1	6,15746E+12	6,20321E+12	5,15572E+12	4,85041E+12	4,39E+12	4,93E+12	4,86E+12	4,97E+12
1	Admin-0 country	3	Kazakhstan	KAZ	0	2	Sovereign country	Kazakhstan	KAZ	0	Kazakhstan	KAZ	0	Kazakhstan	KAZ	0	Kazakhstan	Kazakhstan	KAZ	Kazakhstan		Kaz.	KZ	Republic of Kazakhstan				Kazakhstan		6	1	6	1	15399437	175800	-99	2009	-99	6. Developing region	3. Upper middle income	-99		KZ	KAZ	398	398	KZ	KAZ	-99	KAZ	KAZ	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	-99	1	1,92627E+11	2,07999E+11	2,36635E+11	2,21416E+11	1,84E+11	1,37E+11	1,67E+11	1,79E+11
1	Admin-0 country	2	Kenya	KEN	0	2	Sovereign country	Kenya	KEN	0	Kenya	KEN	0	Kenya	KEN	0	Kenya	Kenya	KEN	Kenya		Ken.	KE	Republic of Kenya				Kenya		5	2	7	3	39002772	61510	-99	2009	-99	5. Emerging region: G20	5. Low income	-99		KE	KEN	404	404	KE	KEN	-99	KEN	KEN	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	5	5	4	-99	1	41953433591	50412754861	55096728047	61448046801	64007750178	69188755511	78757391333	87908262519
1	Admin-0 country	4	Kyrgyzstan	KGZ	0	2	Sovereign country	Kyrgyzstan	KGZ	0	Kyrgyzstan	KGZ	0	Kyrgyzstan	KGZ	0	Kyrgyzstan	Kyrgyzstan	KGZ	Kyrgyzstan		Kgz.	KG	Kyrgyz Republic				Kyrgyz Republic		5	7	7	6	5431747	11610	-99	2009	-99	6. Developing region	5. Low income	-99		KG	KGZ	417	417	KG	KGZ	-99	KGZ	KGZ	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	-99	1	6197766118	6605139933	7335027591	7468096566	6678178340	6813092065	7702934800	8092836608
1	Admin-0 country	3	Cambodia	KHM	0	2	Sovereign country	Cambodia	KHM	0	Cambodia	KHM	0	Cambodia	KHM	0	Cambodia	Cambodia	KHM	Cambodia		Camb.	KH	Kingdom of Cambodia				Cambodia		6	3	6	5	14494293	27940	-99	2008	-99	7. Least developed region	5. Low income	-99		KH	KHM	116	116	KH	KHM	-99	KHM	KHM	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	8	8	5	-99	1	12829541141	14054443213	15227991395	16702610842	18049954289	20159271964	22180376505	24542474061
1	Admin-0 country	6	Kiribati	KIR	0	2	Sovereign country	Kiribati	KIR	0	Kiribati	KIR	0	Kiribati	KIR	0	Kiribati	Kiribati	KIR	Kiribati		Kir.	KI	Republic of Kiribati				Kiribati		5	7	6	12	112850	579.5	-99	2005	-99	7. Least developed region	4. Lower middle income	-99		KI	KIR	296	296	KI	KIR	-99	KIR	KIR	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	8	8	4	2	1	181705002	190243321	185113921	179703443	171117872	178328873	185572501	188284518
1	Admin-0 country	6	Saint Kitts and Nevis	KNA	0	2	Sovereign country	Saint Kitts and Nevis	KNA	0	Saint Kitts and Nevis	KNA	0	Saint Kitts and Nevis	KNA	0	St. Kitts and Nevis	Saint Kitts and Nevis	KNA	Saint Kitts and Nevis		St.K.N.	KN	Federation of Saint Kitts and Nevis				St. Kitts and Nevis		1	4	1	8	40131	777.7	-99	2011	-99	6. Developing region	2. High income: nonOECD	-99		KN	KNA	659	659	KN	KNA	-99	KNA	KNA	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	19	21	7	4	1	817759259	800414814	839774074	916566666	923155555	971166666	996944444	1010822222
1	Admin-0 country	2	South Korea	KOR	0	2	Sovereign country	South Korea	KOR	0	South Korea	KOR	0	South Korea	KOR	0	Korea	Republic of Korea	KOR	Republic of Korea		S.K.	KR	Republic of Korea				Korea, Rep.		4	1	1	5	48508972	1335000	-99	2010	-99	4. Emerging region: MIKT	1. High income: OECD	-99		KR	KOR	410	410	KR	KOR	-99	KOR	KOR	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	5	17	4	-99	1	1,20246E+12	1,22281E+12	1,3056E+12	1,41133E+12	1,38E+12	1,41E+12	1,53E+12	1,62E+12
1	Admin-0 country	6	Kuwait	KWT	0	2	Sovereign country	Kuwait	KWT	0	Kuwait	KWT	0	Kuwait	KWT	0	Kuwait	Kuwait	KWT	Kuwait		Kwt.	KW	State of Kuwait				Kuwait		2	2	2	2	2691158	149100	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		KW	KWT	414	414	KW	KWT	-99	KWT	KWT	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	6	6	4	-99	1	1,54028E+11	1,7407E+11	1,74161E+11	1,62632E+11	1,15E+11	1,09E+11	1,21E+11	1,41E+11
1	Admin-0 country	4	Laos	LAO	0	2	Sovereign country	Laos	LAO	0	Laos	LAO	0	Laos	LAO	0	Lao PDR	Lao PDR	LAO	Laos		Laos	LA	Lao People's Democratic Republic				Lao PDR		1	1	1	9	6834942	13980	-99	2005	-99	7. Least developed region	4. Lower middle income	-99		LA	LAO	418	418	LA	LAO	-99	LAO	LAO	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	7	7	4	-99	1	8749241114	10191350119	11942230508	13268458231	14390442307	15805692545	16853087485	17953786416
1	Admin-0 country	5	Lebanon	LBN	0	2	Sovereign country	Lebanon	LBN	0	Lebanon	LBN	0	Lebanon	LBN	0	Lebanon	Lebanon	LBN	Lebanon		Leb.	LB	Lebanese Republic				Lebanon		4	4	4	12	4017095	44060	-99	1970	-99	6. Developing region	3. Upper middle income	-99		LB	LBN	422	422	LB	LBN	-99	LBN	LBN	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	7	7	4	4	1	40075674295	44230727694	46866579767	48296099502	49973893200	51239050082	53393799668	56639155555
1	Admin-0 country	4	Liberia	LBR	0	2	Sovereign country	Liberia	LBR	0	Liberia	LBR	0	Liberia	LBR	0	Liberia	Liberia	LBR	Liberia		Liberia	LR	Republic of Liberia				Liberia		2	3	4	9	3441790	1526	-99	2008	-99	7. Least developed region	5. Low income	-99		LR	LBR	430	430	LR	LBR	-99	LBR	LBR	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	7	7	7	-99	1	2398000000	2721000000	3067000000	3144000000	3177000000	3277826000	3285455000	3264000000
1	Admin-0 country	3	Libya	LBY	0	2	Sovereign country	Libya	LBY	0	Libya	LBY	0	Libya	LBY	0	Libya	Libya	LBY	Libya		Libya	LY	Libya				Libya		1	2	2	11	6310434	88830	-99	2006	-99	6. Developing region	3. Upper middle income	-99		LY	LBY	434	434	LY	LBY	-99	LBY	LBY	-99	-99	Africa	Africa	Northern Africa	Middle East & North Africa	5	5	5	-99	1	34699395523	81873662518	65502870173	41142722414	27842131479	26197143268	37881431912	48364208571
1	Admin-0 country	6	Saint Lucia	LCA	0	2	Sovereign country	Saint Lucia	LCA	0	Saint Lucia	LCA	0	Saint Lucia	LCA	0	Saint Lucia	Saint Lucia	LCA	Saint Lucia		S.L.	LC	Saint Lucia				St. Lucia		3	4	3	4	160267	1778	-99	2010	-99	6. Developing region	3. Upper middle income	-99		LC	LCA	662	662	LC	LCA	-99	LCA	LCA	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	11	11	4	4	1	1444269666	1440016851	1483814333	1559072148	1659110888	1701596814	1816728740	1921848222
1	Admin-0 country	6	Liechtenstein	LIE	0	2	Sovereign country	Liechtenstein	LIE	0	Liechtenstein	LIE	0	Liechtenstein	LIE	0	Liechtenstein	Liechtenstein	LIE	Liechtenstein		Liech.	FL	Principality of Liechtenstein				Liechtenstein		2	4	2	9	34761	4160	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		LI	LIE	438	438	LI	LIE	-99	LIE	LIE	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	13	13	6	6	1	5739977477	5456009384	6391735893	6657170923	6268391521	6214633651	6224633651	6234633651
1	Admin-0 country	3	Sri Lanka	LKA	0	2	Sovereign country	Sri Lanka	LKA	0	Sri Lanka	LKA	0	Sri Lanka	LKA	0	Sri Lanka	Sri Lanka	LKA	Sri Lanka		Sri L.	LK	Democratic Socialist Republic of Sri Lanka				Sri Lanka		3	5	4	9	21324791	91870	-99	2001	-99	6. Developing region	4. Lower middle income	-99		LK	LKA	144	144	LK	LKA	-99	LKA	LKA	-99	-99	Asia	Asia	Southern Asia	South Asia	9	9	6	-99	1	65292753005	68434409315	74317806538	79356449840	80604080688	82401038709	88019706803	88900770857
1	Admin-0 country	6	Lesotho	LSO	0	2	Sovereign country	Lesotho	LSO	0	Lesotho	LSO	0	Lesotho	LSO	0	Lesotho	Lesotho	LSO	Lesotho		Les.	LS	Kingdom of Lesotho				Lesotho		1	5	2	8	2130819	3293	-99	2006	-99	7. Least developed region	4. Lower middle income	-99		LS	LSO	426	426	LS	LSO	-99	LSO	LSO	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	7	7	4	-99	1	2792049477	2677545056	2533992455	2608269551	2289799039	2314323471	2565352373	2738786277
1	Admin-0 country	5	Lithuania	LTU	0	2	Sovereign country	Lithuania	LTU	0	Lithuania	LTU	0	Lithuania	LTU	0	Lithuania	Lithuania	LTU	Lithuania		Lith.	LT	Republic of Lithuania				Lithuania		6	3	3	9	3555179	63330	-99	2011	-99	2. Developed region: nonG7	3. Upper middle income	-99		LT	LTU	440	440	LT	LTU	-99	LTU	LTU	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	9	9	5	-99	1	43419061504	42826586829	46450990764	48485169331	41392396557	43021972484	47632961168	53429066429
1	Admin-0 country	6	Luxembourg	LUX	0	2	Sovereign country	Luxembourg	LUX	0	Luxembourg	LUX	0	Luxembourg	LUX	0	Luxembourg	Luxembourg	LUX	Luxembourg		Lux.	L	Grand Duchy of Luxembourg				Luxembourg		1	7	3	7	491775	39370	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		LU	LUX	442	442	LU	LUX	-99	LUX	LUX	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	10	10	4	5	1	60004630234	56677961787	61739352212	66103853236	57744457954	60691483443	64023412339	70885325883
1	Admin-0 country	5	Latvia	LVA	0	2	Sovereign country	Latvia	LVA	0	Latvia	LVA	0	Latvia	LVA	0	Latvia	Latvia	LVA	Latvia		Lat.	LV	Republic of Latvia				Latvia		4	7	6	13	2231503	38860	-99	2011	-99	2. Developed region: nonG7	3. Upper middle income	-99		LV	LVA	428	428	LV	LVA	-99	LVA	LVA	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	1	28246551197	28170812351	30276485435	31382780146	27090019662	27734140217	30198231776	34409229177
3	Admin-0 country	4	China	CH1	1	2	Country	Macao S.A.R	MAC	0	Macao S.A.R	MAC	0	Macao S.A.R	MAC	0	Macao	Macao	MAC	Macao		Mac.	MO	Macao Special Administrative Region, PRC		China		Macao SAR, China		4	4	4	3	559846	18140	-99	2011	-99	6. Developing region	2. High income: nonOECD	-99		MO	MAC	446	446	MO	MAC	-99	MAC	MAC	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	5	5	4	-99	-99	36709860068	43031577366	51552075901	55347998647	45361678146	45387299721	50751059058	55084050789
3	Admin-0 country	6	France	FR1	1	2	Dependency	Saint Martin	MAF	0	Saint Martin	MAF	0	Saint Martin	MAF	0	St-Martin	Saint-Martin	MAF	Saint-Martin		St. M.	MF	Saint-Martin (French part)		Fr.		St. Martin (French part)		7	5	9	11	36661	449	2008	-99	1999	6. Developing region	2. High income: nonOECD	0		MF	MAF	663	663	MF	MAF	-99	MAF	MAF	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	9	12	6	4	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	3	Morocco	MAR	0	2	Sovereign country	Morocco	MAR	0	Morocco	MAR	0	Morocco	MAR	0	Morocco	Morocco	MAR	Morocco		Mor.	MA	Kingdom of Morocco				Morocco		2	2	3	9	34859364	136600	-99	2004	-99	6. Developing region	4. Lower middle income	-99		MA	MAR	504	504	MA	MAR	-99	MAR	MAR	-99	-99	Africa	Africa	Northern Africa	Middle East & North Africa	7	7	4	-99	1	1,0137E+11	98266306615	1,06826E+11	1,10081E+11	1,01E+11	1,03E+11	1,1E+11	1,18E+11
6	Admin-0 country	6	Monaco	MCO	0	2	Sovereign country	Monaco	MCO	0	Monaco	MCO	0	Monaco	MCO	0	Monaco	Monaco	MCO	Monaco		Mco.	MC	Principality of Monaco				Monaco		1	1	2	12	32965	976.3	-99	2008	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		MC	MCO	492	492	MC	MCO	-99	MCO	MCO	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	6	6	4	5	1	6080344731	5743029680	6553372278	7060236168	6258844405	6468694690	6415370745	7184844192
1	Admin-0 country	6	Moldova	MDA	0	2	Sovereign country	Moldova	MDA	0	Moldova	MDA	0	Moldova	MDA	0	Moldova	Moldova	MDA	Moldova		Mda.	MD	Republic of Moldova				Moldova		3	5	4	12	4320748	10670	-99	2004	-99	6. Developing region	4. Lower middle income	-99		MD	MDA	498	498	MD	MDA	-99	MDA	MDA	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	8414360571	8709165249	9496684621	9510219299	7745231660	8071480540	9669759987	11443671435
1	Admin-0 country	3	Madagascar	MDG	0	2	Sovereign country	Madagascar	MDG	0	Madagascar	MDG	0	Madagascar	MDG	0	Madagascar	Madagascar	MDG	Madagascar		Mad.	MG	Republic of Madagascar				Madagascar		6	5	2	3	20653556	20130	-99	1993	-99	7. Least developed region	5. Low income	-99		MG	MDG	450	450	MG	MDG	-99	MDG	MDG	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	10	10	4	-99	1	11551819617	11578974887	12423555269	12522957228	11323020828	11848613735	13176313593	13853432868
3	Admin-0 country	5	Maldives	MDV	0	2	Sovereign country	Maldives	MDV	0	Maldives	MDV	0	Maldives	MDV	0	Maldives	Maldives	MDV	Maldives		Mald.	MV	Republic of Maldives				Maldives		2	3	1	7	396334	1716	-99	2011	-99	6. Developing region	3. Upper middle income	-99		MV	MDV	462	462	MV	MDV	-99	MDV	B13	-99	-99	Seven seas (open ocean)	Asia	Southern Asia	South Asia	8	8	5	2	1	2774351760	2886170571	3295011381	3697351596	4109424799	4379136461	4735989972	5327457149
1	Admin-0 country	2	Mexico	MEX	0	2	Sovereign country	Mexico	MEX	0	Mexico	MEX	0	Mexico	MEX	0	Mexico	Mexico	MEX	Mexico		Mex.	MX	United Mexican States				Mexico		6	1	7	3	111211789	1563000	-99	2010	-99	4. Emerging region: MIKT	3. Upper middle income	-99		MX	MEX	484	484	MX	MEX	-99	MEX	MEX	-99	-99	North America	Americas	Central America	Latin America & Caribbean	6	6	4	-99	1	1,18049E+12	1,20109E+12	1,27444E+12	1,31456E+12	1,17E+12	1,08E+12	1,16E+12	1,22E+12
5	Admin-0 country	6	Marshall Islands	MHL	0	2	Sovereign country	Marshall Islands	MHL	0	Marshall Islands	MHL	0	Marshall Islands	MHL	0	Marshall Is.	Marshall Islands	MHL	Marshall Is.		M. Is.	MH	Republic of the Marshall Islands				Marshall Islands		2	5	5	3	64522	133.5	-99	2011	-99	6. Developing region	4. Lower middle income	-99		MH	MHL	584	584	MH	MHL	-99	MHL	MHL	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	12	16	6	2	1	174332100	182874800	187707400	184689500	184599600	200558400	212881000	221278000
1	Admin-0 country	6	Macedonia	MKD	0	2	Sovereign country	Macedonia	MKD	0	Macedonia	MKD	0	Macedonia	MKD	0	Macedonia	Macedonia	MKD	Macedonia		Mkd.	MK	Former Yugoslav Republic of Macedonia				Macedonia, FYR		5	3	7	3	2066718	18780	-99	2010	-99	6. Developing region	3. Upper middle income	-99		MK	MKD	807	807	MK	MKD	-99	MKD	MKD	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	9	9	4	-99	1	10494632699	9745251126	10817712138	11362272837	10064515432	10672471860	11279509013	12672131053
1	Admin-0 country	3	Mali	MLI	0	2	Sovereign country	Mali	MLI	0	Mali	MLI	0	Mali	MLI	0	Mali	Mali	MLI	Mali		Mali	ML	Republic of Mali				Mali		1	4	1	7	12666987	14590	-99	2009	-99	7. Least developed region	5. Low income	-99		ML	MLI	466	466	ML	MLI	-99	MLI	MLI	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	4	4	4	-99	1	12978107560	12442747897	13246412031	14345831014	13099497220	14010787737	15337740140	17163432832
